user_id,age,gender,platform,daily_usage_time_minutes,posts_per_day,likes_received_per_day,comments_received_per_day,messages_sent_per_day,dominant_emotion,daily_usage_time_hours,age_group,usage_time_category
500,27,Female,Snapchat,120,4,40,18,22,Neutral,2,26-30,2-3 hours
501,25,Female,Instagram,120,5,50,20,25,Happiness,2,21-25,2-3 hours
502,30,Male,X,90,4,30,20,22,Anger,2,26-30,2-3 hours
503,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1,21-25,1-2 hours
504,28,Female,Instagram,200,8,110,40,45,Anxiety,3,26-30,3+ hours
505,33,Male,LinkedIn,45,1,10,5,12,Boredom,1,31-35,1-2 hours
506,21,Male,Instagram,150,5,65,25,30,Happiness,3,21-25,3+ hours
507,27,Female,X,85,3,40,18,20,Anger,1,26-30,1-2 hours
508,24,Non-binary,Facebook,110,6,35,16,25,Sadness,2,21-25,2-3 hours
509,29,Female,LinkedIn,55,2,15,5,10,Neutral,1,26-30,1-2 hours
510,31,Male,Instagram,170,7,90,35,40,Happiness,3,31-35,3+ hours
511,23,Female,X,75,4,45,20,25,Anxiety,1,21-25,1-2 hours
512,26,Non-binary,Facebook,95,3,30,14,18,Sadness,2,26-30,2-3 hours
513,34,Male,LinkedIn,65,1,14,6,15,Boredom,1,31-35,1-2 hours
514,22,Female,Instagram,180,8,100,38,45,Happiness,3,21-25,3+ hours
515,28,Male,X,100,6,50,30,29,Anger,2,26-30,2-3 hours
516,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1,21-25,1-2 hours
517,35,Female,Instagram,125,5,65,22,28,Anxiety,2,31-35,2-3 hours
518,27,Male,X,90,3,40,16,24,Sadness,2,26-30,2-3 hours
519,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1,21-25,1-2 hours
520,32,Female,Instagram,140,6,75,28,30,Happiness,2,31-35,2-3 hours
521,26,Male,Facebook,75,2,30,14,20,Anxiety,1,26-30,1-2 hours
522,24,Female,X,105,4,35,20,23,Anger,2,21-25,2-3 hours
523,29,Male,LinkedIn,60,2,17,8,15,Boredom,1,26-30,1-2 hours
524,33,Non-binary,Instagram,190,8,105,36,50,Happiness,3,31-35,3+ hours
525,22,Female,X,70,3,25,16,15,Sadness,1,21-25,1-2 hours
526,31,Male,Facebook,80,2,20,10,20,Neutral,1,31-35,1-2 hours
527,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,1,26-30,1-2 hours
528,25,Female,Instagram,160,6,85,26,30,Happiness,3,21-25,3+ hours
529,30,Male,X,90,4,43,19,24,Anger,2,26-30,2-3 hours
530,26,Non-binary,Facebook,45,1,8,4,12,Sadness,1,26-30,1-2 hours
531,34,Female,LinkedIn,65,2,17,5,14,Boredom,1,31-35,1-2 hours
532,28,Male,Instagram,145,7,80,30,35,Happiness,2,26-30,2-3 hours
533,23,Non-binary,X,70,3,30,14,18,Neutral,1,21-25,1-2 hours
534,21,Female,Instagram,130,6,95,22,28,Sadness,2,21-25,2-3 hours
535,29,Male,Facebook,65,2,27,11,22,Anxiety,1,26-30,1-2 hours
536,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,1,21-25,1-2 hours
537,33,Female,Instagram,170,7,95,30,38,Happiness,3,31-35,3+ hours
538,27,Male,X,85,4,45,18,24,Anger,1,26-30,1-2 hours
539,22,Female,Instagram,115,3,60,17,30,Neutral,2,21-25,2-3 hours
540,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,2,26-30,2-3 hours
541,31,Male,LinkedIn,45,1,9,4,10,Sadness,1,31-35,1-2 hours
542,25,Female,Instagram,150,6,90,26,30,Happiness,3,21-25,3+ hours
543,29,Male,X,95,4,50,22,22,Anger,2,26-30,2-3 hours
544,23,Non-binary,Facebook,105,2,25,12,18,Neutral,2,21-25,2-3 hours
545,35,Female,LinkedIn,60,1,15,7,14,Boredom,1,31-35,1-2 hours
546,30,Male,Instagram,175,7,100,33,38,Happiness,3,26-30,3+ hours
547,21,Female,X,90,3,37,14,20,Sadness,2,21-25,2-3 hours
548,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,1,26-30,1-2 hours
549,32,Male,Instagram,130,5,80,28,31,Neutral,2,31-35,2-3 hours
550,28,Female,LinkedIn,55,1,12,6,10,Boredom,1,26-30,1-2 hours
551,27,Male,Instagram,165,6,85,30,28,Happiness,3,26-30,3+ hours
552,24,Female,X,75,3,33,18,19,Anger,1,21-25,1-2 hours
553,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1,26-30,1-2 hours
554,33,Female,Instagram,145,4,65,23,35,Sadness,2,31-35,2-3 hours
555,31,Male,LinkedIn,60,1,15,7,17,Anxiety,1,31-35,1-2 hours
556,22,Female,Whatsapp,70,2,42,10,21,Anxiety,1,21-25,1-2 hours
557,25,Male,Telegram,90,3,22,11,22,Boredom,2,21-25,2-3 hours
558,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,1,26-30,1-2 hours
559,28,Female,X,95,4,48,22,25,Happiness,2,26-30,2-3 hours
560,27,Male,Facebook,60,1,12,5,15,Boredom,1,26-30,1-2 hours
561,30,Female,Instagram,175,6,72,30,33,Happiness,3,26-30,3+ hours
562,23,Male,Whatsapp,70,3,22,10,18,Anger,1,21-25,1-2 hours
563,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1,31-35,1-2 hours
564,26,Female,Snapchat,120,4,55,18,30,Anxiety,2,26-30,2-3 hours
565,25,Male,X,90,6,42,14,26,Sadness,2,21-25,2-3 hours
566,29,Non-binary,Facebook,60,1,12,4,12,Boredom,1,26-30,1-2 hours
567,28,Male,Instagram,165,5,78,23,35,Happiness,3,26-30,3+ hours
568,31,Female,Whatsapp,65,2,27,10,20,Neutral,1,31-35,1-2 hours
569,27,Male,Telegram,105,3,48,20,28,Anxiety,2,26-30,2-3 hours
570,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,1,21-25,1-2 hours
571,24,Female,Instagram,140,4,65,22,30,Happiness,2,21-25,2-3 hours
572,35,Male,X,70,1,13,8,10,Boredom,1,31-35,1-2 hours
573,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1,21-25,1-2 hours
574,29,Female,Whatsapp,90,2,24,12,22,Anger,2,26-30,2-3 hours
575,25,Male,Telegram,80,4,30,13,25,Neutral,1,21-25,1-2 hours
576,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,2,26-30,2-3 hours
577,32,Female,Instagram,155,6,75,25,38,Happiness,3,31-35,3+ hours
578,26,Male,X,75,2,23,12,18,Sadness,1,26-30,1-2 hours
579,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,1,31-35,1-2 hours
580,27,Female,Whatsapp,90,4,37,18,20,Neutral,2,26-30,2-3 hours
581,31,Male,Telegram,50,2,20,10,12,Sadness,1,31-35,1-2 hours
582,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,1,21-25,1-2 hours
583,34,Female,Instagram,120,5,60,25,25,Anger,2,31-35,2-3 hours
584,22,Male,X,70,1,22,7,22,Neutral,1,21-25,1-2 hours
585,29,Non-binary,Facebook,75,2,20,8,20,Boredom,1,26-30,1-2 hours
586,28,Female,Whatsapp,100,4,37,14,26,Anxiety,2,26-30,2-3 hours
587,31,Male,Telegram,85,3,45,20,28,Sadness,1,31-35,1-2 hours
588,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1,21-25,1-2 hours
589,25,Female,Instagram,170,6,83,30,33,Happiness,3,21-25,3+ hours
590,30,Male,X,70,2,30,12,20,Anxiety,1,26-30,1-2 hours
591,27,Non-binary,Facebook,50,1,10,4,10,Boredom,1,26-30,1-2 hours
592,32,Female,Whatsapp,105,4,55,25,25,Anger,2,31-35,2-3 hours
593,24,Male,Telegram,75,3,37,16,22,Neutral,1,21-25,1-2 hours
594,29,Female,Snapchat,95,2,23,10,28,Sadness,2,26-30,2-3 hours
595,26,Male,Instagram,150,5,70,25,30,Anxiety,3,26-30,3+ hours
596,33,Non-binary,X,85,4,35,18,18,Boredom,1,31-35,1-2 hours
597,22,Female,Facebook,70,1,14,6,10,Neutral,1,21-25,1-2 hours
598,35,Male,Whatsapp,110,3,50,25,25,Happiness,2,31-35,2-3 hours
599,28,Non-binary,Telegram,60,2,18,8,18,Anger,1,26-30,1-2 hours
600,27,Female,Snapchat,120,4,40,18,22,Neutral,2,26-30,2-3 hours
601,25,Female,Instagram,120,5,50,20,25,Happiness,2,21-25,2-3 hours
602,30,Male,X,90,4,30,20,22,Anger,2,26-30,2-3 hours
603,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1,21-25,1-2 hours
604,28,Female,Instagram,200,8,110,40,45,Anxiety,3,26-30,3+ hours
605,33,Male,LinkedIn,45,1,10,5,12,Boredom,1,31-35,1-2 hours
606,21,Male,Instagram,150,5,65,25,30,Happiness,3,21-25,3+ hours
607,27,Female,X,85,3,40,18,20,Anger,1,26-30,1-2 hours
608,24,Non-binary,Facebook,110,6,35,16,25,Sadness,2,21-25,2-3 hours
609,29,Female,LinkedIn,55,2,15,5,10,Neutral,1,26-30,1-2 hours
610,31,Male,Instagram,170,7,90,35,40,Happiness,3,31-35,3+ hours
611,23,Female,X,75,4,45,20,25,Anxiety,1,21-25,1-2 hours
612,26,Non-binary,Facebook,95,3,30,14,18,Sadness,2,26-30,2-3 hours
613,34,Male,LinkedIn,65,1,14,6,15,Boredom,1,31-35,1-2 hours
614,22,Female,Instagram,180,8,100,38,45,Happiness,3,21-25,3+ hours
615,28,Male,X,100,6,50,30,29,Anger,2,26-30,2-3 hours
616,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1,21-25,1-2 hours
617,35,Female,Instagram,125,5,65,22,28,Anxiety,2,31-35,2-3 hours
618,27,Male,X,90,3,40,16,24,Sadness,2,26-30,2-3 hours
619,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1,21-25,1-2 hours
620,32,Female,Instagram,140,6,75,28,30,Happiness,2,31-35,2-3 hours
621,26,Male,Facebook,75,2,30,14,20,Anxiety,1,26-30,1-2 hours
622,24,Female,X,105,4,35,20,23,Anger,2,21-25,2-3 hours
623,29,Male,LinkedIn,60,2,17,8,15,Boredom,1,26-30,1-2 hours
624,33,Non-binary,Instagram,190,8,105,36,50,Happiness,3,31-35,3+ hours
625,22,Female,X,70,3,25,16,15,Sadness,1,21-25,1-2 hours
626,31,Male,Facebook,80,2,20,10,20,Neutral,1,31-35,1-2 hours
627,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,1,26-30,1-2 hours
628,25,Female,Instagram,160,6,85,26,30,Happiness,3,21-25,3+ hours
629,30,Male,X,90,4,43,19,24,Anger,2,26-30,2-3 hours
630,26,Non-binary,Facebook,45,1,8,4,12,Sadness,1,26-30,1-2 hours
631,34,Female,LinkedIn,65,2,17,5,14,Boredom,1,31-35,1-2 hours
632,28,Male,Instagram,145,7,80,30,35,Happiness,2,26-30,2-3 hours
633,23,Non-binary,X,70,3,30,14,18,Neutral,1,21-25,1-2 hours
634,21,Female,Instagram,130,6,95,22,28,Sadness,2,21-25,2-3 hours
635,29,Male,Facebook,65,2,27,11,22,Anxiety,1,26-30,1-2 hours
636,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,1,21-25,1-2 hours
637,33,Female,Instagram,170,7,95,30,38,Happiness,3,31-35,3+ hours
638,27,Male,X,85,4,45,18,24,Anger,1,26-30,1-2 hours
639,22,Female,Instagram,115,3,60,17,30,Neutral,2,21-25,2-3 hours
640,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,2,26-30,2-3 hours
641,31,Male,LinkedIn,45,1,9,4,10,Sadness,1,31-35,1-2 hours
642,25,Female,Instagram,150,6,90,26,30,Happiness,3,21-25,3+ hours
643,29,Male,X,95,4,50,22,22,Anger,2,26-30,2-3 hours
644,23,Non-binary,Facebook,105,2,25,12,18,Neutral,2,21-25,2-3 hours
645,35,Female,LinkedIn,60,1,15,7,14,Boredom,1,31-35,1-2 hours
646,30,Male,Instagram,175,7,100,33,38,Happiness,3,26-30,3+ hours
647,21,Female,X,90,3,37,14,20,Sadness,2,21-25,2-3 hours
648,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,1,26-30,1-2 hours
649,32,Male,Instagram,130,5,80,28,31,Neutral,2,31-35,2-3 hours
650,28,Female,LinkedIn,55,1,12,6,10,Boredom,1,26-30,1-2 hours
651,27,Male,Instagram,165,6,85,30,28,Happiness,3,26-30,3+ hours
652,24,Female,X,75,3,33,18,19,Anger,1,21-25,1-2 hours
653,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1,26-30,1-2 hours
654,33,Female,Instagram,145,4,65,23,35,Sadness,2,31-35,2-3 hours
655,31,Male,LinkedIn,60,1,15,7,17,Anxiety,1,31-35,1-2 hours
656,22,Female,Whatsapp,70,2,42,10,21,Anxiety,1,21-25,1-2 hours
657,25,Male,Telegram,90,3,22,11,22,Boredom,2,21-25,2-3 hours
658,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,1,26-30,1-2 hours
659,28,Female,X,95,4,48,22,25,Happiness,2,26-30,2-3 hours
660,27,Male,Facebook,60,1,12,5,15,Boredom,1,26-30,1-2 hours
661,30,Female,Instagram,175,6,72,30,33,Happiness,3,26-30,3+ hours
662,23,Male,Whatsapp,70,3,22,10,18,Anger,1,21-25,1-2 hours
663,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1,31-35,1-2 hours
664,26,Female,Snapchat,120,4,55,18,30,Anxiety,2,26-30,2-3 hours
665,25,Male,X,90,6,42,14,26,Sadness,2,21-25,2-3 hours
666,29,Non-binary,Facebook,60,1,12,4,12,Boredom,1,26-30,1-2 hours
667,28,Male,Instagram,165,5,78,23,35,Happiness,3,26-30,3+ hours
668,31,Female,Whatsapp,65,2,27,10,20,Neutral,1,31-35,1-2 hours
669,27,Male,Telegram,105,3,48,20,28,Anxiety,2,26-30,2-3 hours
670,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,1,21-25,1-2 hours
671,24,Female,Instagram,140,4,65,22,30,Happiness,2,21-25,2-3 hours
672,35,Male,X,70,1,13,8,10,Boredom,1,31-35,1-2 hours
673,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1,21-25,1-2 hours
674,29,Female,Whatsapp,90,2,24,12,22,Anger,2,26-30,2-3 hours
675,25,Male,Telegram,80,4,30,13,25,Neutral,1,21-25,1-2 hours
676,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,2,26-30,2-3 hours
677,32,Female,Instagram,155,6,75,25,38,Happiness,3,31-35,3+ hours
678,26,Male,X,75,2,23,12,18,Sadness,1,26-30,1-2 hours
679,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,1,31-35,1-2 hours
680,27,Female,Whatsapp,90,4,37,18,20,Neutral,2,26-30,2-3 hours
681,31,Male,Telegram,50,2,20,10,12,Sadness,1,31-35,1-2 hours
682,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,1,21-25,1-2 hours
683,34,Female,Instagram,120,5,60,25,25,Anger,2,31-35,2-3 hours
684,22,Male,X,70,1,22,7,22,Neutral,1,21-25,1-2 hours
685,29,Non-binary,Facebook,75,2,20,8,20,Boredom,1,26-30,1-2 hours
686,28,Female,Whatsapp,100,4,37,14,26,Anxiety,2,26-30,2-3 hours
687,31,Male,Telegram,85,3,45,20,28,Sadness,1,31-35,1-2 hours
688,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1,21-25,1-2 hours
689,25,Female,Instagram,170,6,83,30,33,Happiness,3,21-25,3+ hours
690,30,Male,X,70,2,30,12,20,Anxiety,1,26-30,1-2 hours
691,27,Non-binary,Facebook,50,1,10,4,10,Boredom,1,26-30,1-2 hours
692,32,Female,Whatsapp,105,4,55,25,25,Anger,2,31-35,2-3 hours
693,24,Male,Telegram,75,3,37,16,22,Neutral,1,21-25,1-2 hours
694,29,Female,Snapchat,95,2,23,10,28,Sadness,2,26-30,2-3 hours
695,26,Male,Instagram,150,5,70,25,30,Anxiety,3,26-30,3+ hours
696,33,Non-binary,X,85,4,35,18,18,Boredom,1,31-35,1-2 hours
697,22,Female,Facebook,70,1,14,6,10,Neutral,1,21-25,1-2 hours
698,35,Male,Whatsapp,110,3,50,25,25,Happiness,2,31-35,2-3 hours
699,28,Non-binary,Telegram,60,2,18,8,18,Anger,1,26-30,1-2 hours
700,27,Female,Snapchat,120,4,40,18,22,Neutral,2,26-30,2-3 hours
701,25,Female,Instagram,120,5,50,20,25,Happiness,2,21-25,2-3 hours
702,30,Male,X,90,4,30,20,22,Anger,2,26-30,2-3 hours
703,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1,21-25,1-2 hours
704,28,Female,Instagram,200,8,110,40,45,Anxiety,3,26-30,3+ hours
705,33,Male,LinkedIn,45,1,10,5,12,Boredom,1,31-35,1-2 hours
706,21,Male,Instagram,150,5,65,25,30,Happiness,3,21-25,3+ hours
707,27,Female,X,85,3,40,18,20,Anger,1,26-30,1-2 hours
708,24,Non-binary,Facebook,110,6,35,16,25,Sadness,2,21-25,2-3 hours
709,29,Female,LinkedIn,55,2,15,5,10,Neutral,1,26-30,1-2 hours
710,31,Male,Instagram,170,7,90,35,40,Happiness,3,31-35,3+ hours
711,23,Female,X,75,4,45,20,25,Anxiety,1,21-25,1-2 hours
712,26,Non-binary,Facebook,95,3,30,14,18,Sadness,2,26-30,2-3 hours
713,34,Male,LinkedIn,65,1,14,6,15,Boredom,1,31-35,1-2 hours
714,22,Female,Instagram,180,8,100,38,45,Happiness,3,21-25,3+ hours
715,28,Male,X,100,6,50,30,29,Anger,2,26-30,2-3 hours
716,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1,21-25,1-2 hours
717,35,Female,Instagram,125,5,65,22,28,Anxiety,2,31-35,2-3 hours
718,27,Male,X,90,3,40,16,24,Sadness,2,26-30,2-3 hours
719,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1,21-25,1-2 hours
720,32,Female,Instagram,140,6,75,28,30,Happiness,2,31-35,2-3 hours
721,26,Male,Facebook,75,2,30,14,20,Anxiety,1,26-30,1-2 hours
722,24,Female,X,105,4,35,20,23,Anger,2,21-25,2-3 hours
723,29,Male,LinkedIn,60,2,17,8,15,Boredom,1,26-30,1-2 hours
724,33,Non-binary,Instagram,190,8,105,36,50,Happiness,3,31-35,3+ hours
725,22,Female,X,70,3,25,16,15,Sadness,1,21-25,1-2 hours
726,31,Male,Facebook,80,2,20,10,20,Neutral,1,31-35,1-2 hours
727,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,1,26-30,1-2 hours
728,25,Female,Instagram,160,6,85,26,30,Happiness,3,21-25,3+ hours
729,30,Male,X,90,4,43,19,24,Anger,2,26-30,2-3 hours
730,26,Non-binary,Facebook,45,1,8,4,12,Sadness,1,26-30,1-2 hours
731,34,Female,LinkedIn,65,2,17,5,14,Boredom,1,31-35,1-2 hours
732,28,Male,Instagram,145,7,80,30,35,Happiness,2,26-30,2-3 hours
733,23,Non-binary,X,70,3,30,14,18,Neutral,1,21-25,1-2 hours
734,21,Female,Instagram,130,6,95,22,28,Sadness,2,21-25,2-3 hours
735,29,Male,Facebook,65,2,27,11,22,Anxiety,1,26-30,1-2 hours
736,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,1,21-25,1-2 hours
737,33,Female,Instagram,170,7,95,30,38,Happiness,3,31-35,3+ hours
738,27,Male,X,85,4,45,18,24,Anger,1,26-30,1-2 hours
739,22,Female,Instagram,115,3,60,17,30,Neutral,2,21-25,2-3 hours
740,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,2,26-30,2-3 hours
741,31,Male,LinkedIn,45,1,9,4,10,Sadness,1,31-35,1-2 hours
742,25,Female,Instagram,150,6,90,26,30,Happiness,3,21-25,3+ hours
743,29,Male,X,95,4,50,22,22,Anger,2,26-30,2-3 hours
744,23,Non-binary,Facebook,105,2,25,12,18,Neutral,2,21-25,2-3 hours
745,35,Female,LinkedIn,60,1,15,7,14,Boredom,1,31-35,1-2 hours
746,30,Male,Instagram,175,7,100,33,38,Happiness,3,26-30,3+ hours
747,21,Female,X,90,3,37,14,20,Sadness,2,21-25,2-3 hours
748,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,1,26-30,1-2 hours
749,32,Male,Instagram,130,5,80,28,31,Neutral,2,31-35,2-3 hours
