user_id,age,gender,platform,daily_usage_time_minutes,posts_per_day,likes_received_per_day,comments_received_per_day,messages_sent_per_day,dominant_emotion,daily_usage_time_hours,age_group,usage_time_category
750,28,Female,LinkedIn,55,1,12,6,10,Boredom,1,26-30,1-2 hours
751,27,Male,Instagram,165,6,85,30,28,Happiness,3,26-30,3+ hours
752,24,Female,X,75,3,33,18,19,Anger,1,21-25,1-2 hours
753,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1,26-30,1-2 hours
754,33,Female,Instagram,145,4,65,23,35,Sadness,2,31-35,2-3 hours
755,31,Male,LinkedIn,60,1,15,7,17,Anxiety,1,31-35,1-2 hours
756,22,Female,Whatsapp,70,2,42,10,21,Anxiety,1,21-25,1-2 hours
757,25,Male,Telegram,90,3,22,11,22,Boredom,2,21-25,2-3 hours
758,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,1,26-30,1-2 hours
759,28,Female,X,95,4,48,22,25,Happiness,2,26-30,2-3 hours
760,27,Male,Facebook,60,1,12,5,15,Boredom,1,26-30,1-2 hours
761,30,Female,Instagram,175,6,72,30,33,Happiness,3,26-30,3+ hours
762,23,Male,Whatsapp,70,3,22,10,18,Anger,1,21-25,1-2 hours
763,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1,31-35,1-2 hours
764,26,Female,Snapchat,120,4,55,18,30,Anxiety,2,26-30,2-3 hours
765,25,Male,X,90,6,42,14,26,Sadness,2,21-25,2-3 hours
766,29,Non-binary,Facebook,60,1,12,4,12,Boredom,1,26-30,1-2 hours
767,28,Male,Instagram,165,5,78,23,35,Happiness,3,26-30,3+ hours
768,31,Female,Whatsapp,65,2,27,10,20,Neutral,1,31-35,1-2 hours
769,27,Male,Telegram,105,3,48,20,28,Anxiety,2,26-30,2-3 hours
770,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,1,21-25,1-2 hours
771,24,Female,Instagram,140,4,65,22,30,Happiness,2,21-25,2-3 hours
772,35,Male,X,70,1,13,8,10,Boredom,1,31-35,1-2 hours
773,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1,21-25,1-2 hours
774,29,Female,Whatsapp,90,2,24,12,22,Anger,2,26-30,2-3 hours
775,25,Male,Telegram,80,4,30,13,25,Neutral,1,21-25,1-2 hours
776,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,2,26-30,2-3 hours
777,32,Female,Instagram,155,6,75,25,38,Happiness,3,31-35,3+ hours
778,26,Male,X,75,2,23,12,18,Sadness,1,26-30,1-2 hours
779,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,1,31-35,1-2 hours
780,27,Female,Whatsapp,90,4,37,18,20,Neutral,2,26-30,2-3 hours
781,31,Male,Telegram,50,2,20,10,12,Sadness,1,31-35,1-2 hours
782,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,1,21-25,1-2 hours
783,34,Female,Instagram,120,5,60,25,25,Anger,2,31-35,2-3 hours
784,22,Male,X,70,1,22,7,22,Neutral,1,21-25,1-2 hours
785,29,Non-binary,Facebook,75,2,20,8,20,Boredom,1,26-30,1-2 hours
786,28,Female,Whatsapp,100,4,37,14,26,Anxiety,2,26-30,2-3 hours
787,31,Male,Telegram,85,3,45,20,28,Sadness,1,31-35,1-2 hours
788,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1,21-25,1-2 hours
789,25,Female,Instagram,170,6,83,30,33,Happiness,3,21-25,3+ hours
790,30,Male,X,70,2,30,12,20,Anxiety,1,26-30,1-2 hours
791,27,Non-binary,Facebook,50,1,10,4,10,Boredom,1,26-30,1-2 hours
792,32,Female,Whatsapp,105,4,55,25,25,Anger,2,31-35,2-3 hours
793,24,Male,Telegram,75,3,37,16,22,Neutral,1,21-25,1-2 hours
794,29,Female,Snapchat,95,2,23,10,28,Sadness,2,26-30,2-3 hours
795,26,Male,Instagram,150,5,70,25,30,Anxiety,3,26-30,3+ hours
796,33,Non-binary,X,85,4,35,18,18,Boredom,1,31-35,1-2 hours
797,22,Female,Facebook,70,1,14,6,10,Neutral,1,21-25,1-2 hours
798,35,Male,Whatsapp,110,3,50,25,25,Happiness,2,31-35,2-3 hours
799,28,Non-binary,Telegram,60,2,18,8,18,Anger,1,26-30,1-2 hours
800,27,Female,Snapchat,120,4,40,18,22,Neutral,2,26-30,2-3 hours
801,25,Female,Instagram,120,5,50,20,25,Happiness,2,21-25,2-3 hours
802,30,Male,X,90,4,30,20,22,Anger,2,26-30,2-3 hours
803,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1,21-25,1-2 hours
804,28,Female,Instagram,200,8,110,40,45,Anxiety,3,26-30,3+ hours
805,33,Male,LinkedIn,45,1,10,5,12,Boredom,1,31-35,1-2 hours
806,21,Male,Instagram,150,5,65,25,30,Happiness,3,21-25,3+ hours
807,27,Female,X,85,3,40,18,20,Anger,1,26-30,1-2 hours
808,24,Non-binary,Facebook,110,6,35,16,25,Sadness,2,21-25,2-3 hours
809,29,Female,LinkedIn,55,2,15,5,10,Neutral,1,26-30,1-2 hours
810,31,Male,Instagram,170,7,90,35,40,Happiness,3,31-35,3+ hours
811,23,Female,X,75,4,45,20,25,Anxiety,1,21-25,1-2 hours
812,26,Non-binary,Facebook,95,3,30,14,18,Sadness,2,26-30,2-3 hours
813,34,Male,LinkedIn,65,1,14,6,15,Boredom,1,31-35,1-2 hours
814,22,Female,Instagram,180,8,100,38,45,Happiness,3,21-25,3+ hours
815,28,Male,X,100,6,50,30,29,Anger,2,26-30,2-3 hours
816,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1,21-25,1-2 hours
817,35,Female,Instagram,125,5,65,22,28,Anxiety,2,31-35,2-3 hours
818,27,Male,X,90,3,40,16,24,Sadness,2,26-30,2-3 hours
819,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1,21-25,1-2 hours
820,32,Female,Instagram,140,6,75,28,30,Happiness,2,31-35,2-3 hours
821,26,Male,Facebook,75,2,30,14,20,Anxiety,1,26-30,1-2 hours
822,24,Female,X,105,4,35,20,23,Anger,2,21-25,2-3 hours
823,29,Male,LinkedIn,60,2,17,8,15,Boredom,1,26-30,1-2 hours
824,33,Non-binary,Instagram,190,8,105,36,50,Happiness,3,31-35,3+ hours
825,22,Female,X,70,3,25,16,15,Sadness,1,21-25,1-2 hours
826,31,Male,Facebook,80,2,20,10,20,Neutral,1,31-35,1-2 hours
827,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,1,26-30,1-2 hours
828,25,Female,Instagram,160,6,85,26,30,Happiness,3,21-25,3+ hours
829,30,Male,X,90,4,43,19,24,Anger,2,26-30,2-3 hours
830,26,Non-binary,Facebook,45,1,8,4,12,Sadness,1,26-30,1-2 hours
831,34,Female,LinkedIn,65,2,17,5,14,Boredom,1,31-35,1-2 hours
832,28,Male,Instagram,145,7,80,30,35,Happiness,2,26-30,2-3 hours
833,23,Non-binary,X,70,3,30,14,18,Neutral,1,21-25,1-2 hours
834,21,Female,Instagram,130,6,95,22,28,Sadness,2,21-25,2-3 hours
835,29,Male,Facebook,65,2,27,11,22,Anxiety,1,26-30,1-2 hours
836,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,1,21-25,1-2 hours
837,33,Female,Instagram,170,7,95,30,38,Happiness,3,31-35,3+ hours
838,27,Male,X,85,4,45,18,24,Anger,1,26-30,1-2 hours
839,22,Female,Instagram,115,3,60,17,30,Neutral,2,21-25,2-3 hours
840,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,2,26-30,2-3 hours
841,31,Male,LinkedIn,45,1,9,4,10,Sadness,1,31-35,1-2 hours
842,25,Female,Instagram,150,6,90,26,30,Happiness,3,21-25,3+ hours
843,29,Male,X,95,4,50,22,22,Anger,2,26-30,2-3 hours
844,23,Non-binary,Facebook,105,2,25,12,18,Neutral,2,21-25,2-3 hours
845,35,Female,LinkedIn,60,1,15,7,14,Boredom,1,31-35,1-2 hours
846,30,Male,Instagram,175,7,100,33,38,Happiness,3,26-30,3+ hours
847,21,Female,X,90,3,37,14,20,Sadness,2,21-25,2-3 hours
848,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,1,26-30,1-2 hours
849,32,Male,Instagram,130,5,80,28,31,Neutral,2,31-35,2-3 hours
850,28,Female,LinkedIn,55,1,12,6,10,Boredom,1,26-30,1-2 hours
851,27,Male,Instagram,165,6,85,30,28,Happiness,3,26-30,3+ hours
852,24,Female,X,75,3,33,18,19,Anger,1,21-25,1-2 hours
853,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1,26-30,1-2 hours
854,33,Female,Instagram,145,4,65,23,35,Sadness,2,31-35,2-3 hours
855,31,Male,LinkedIn,60,1,15,7,17,Anxiety,1,31-35,1-2 hours
856,22,Female,Whatsapp,70,2,42,10,21,Anxiety,1,21-25,1-2 hours
857,25,Male,Telegram,90,3,22,11,22,Boredom,2,21-25,2-3 hours
858,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,1,26-30,1-2 hours
859,28,Female,X,95,4,48,22,25,Happiness,2,26-30,2-3 hours
860,27,Male,Facebook,60,1,12,5,15,Boredom,1,26-30,1-2 hours
861,30,Female,Instagram,175,6,72,30,33,Happiness,3,26-30,3+ hours
862,23,Male,Whatsapp,70,3,22,10,18,Anger,1,21-25,1-2 hours
863,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1,31-35,1-2 hours
864,26,Female,Snapchat,120,4,55,18,30,Anxiety,2,26-30,2-3 hours
865,25,Male,X,90,6,42,14,26,Sadness,2,21-25,2-3 hours
866,29,Non-binary,Facebook,60,1,12,4,12,Boredom,1,26-30,1-2 hours
867,28,Male,Instagram,165,5,78,23,35,Happiness,3,26-30,3+ hours
868,31,Female,Whatsapp,65,2,27,10,20,Neutral,1,31-35,1-2 hours
869,27,Male,Telegram,105,3,48,20,28,Anxiety,2,26-30,2-3 hours
870,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,1,21-25,1-2 hours
871,24,Female,Instagram,140,4,65,22,30,Happiness,2,21-25,2-3 hours
872,35,Male,X,70,1,13,8,10,Boredom,1,31-35,1-2 hours
873,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1,21-25,1-2 hours
874,29,Female,Whatsapp,90,2,24,12,22,Anger,2,26-30,2-3 hours
875,25,Male,Telegram,80,4,30,13,25,Neutral,1,21-25,1-2 hours
876,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,2,26-30,2-3 hours
877,32,Female,Instagram,155,6,75,25,38,Happiness,3,31-35,3+ hours
878,26,Male,X,75,2,23,12,18,Sadness,1,26-30,1-2 hours
879,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,1,31-35,1-2 hours
880,27,Female,Whatsapp,90,4,37,18,20,Neutral,2,26-30,2-3 hours
881,31,Male,Telegram,50,2,20,10,12,Sadness,1,31-35,1-2 hours
882,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,1,21-25,1-2 hours
883,34,Female,Instagram,120,5,60,25,25,Anger,2,31-35,2-3 hours
884,22,Male,X,70,1,22,7,22,Neutral,1,21-25,1-2 hours
885,29,Non-binary,Facebook,75,2,20,8,20,Boredom,1,26-30,1-2 hours
886,28,Female,Whatsapp,100,4,37,14,26,Anxiety,2,26-30,2-3 hours
887,31,Male,Telegram,85,3,45,20,28,Sadness,1,31-35,1-2 hours
888,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1,21-25,1-2 hours
889,25,Female,Instagram,170,6,83,30,33,Happiness,3,21-25,3+ hours
890,30,Male,X,70,2,30,12,20,Anxiety,1,26-30,1-2 hours
891,27,Non-binary,Facebook,50,1,10,4,10,Boredom,1,26-30,1-2 hours
892,32,Female,Whatsapp,105,4,55,25,25,Anger,2,31-35,2-3 hours
893,24,Male,Telegram,75,3,37,16,22,Neutral,1,21-25,1-2 hours
894,29,Female,Snapchat,95,2,23,10,28,Sadness,2,26-30,2-3 hours
895,26,Male,Instagram,150,5,70,25,30,Anxiety,3,26-30,3+ hours
896,33,Non-binary,X,85,4,35,18,18,Boredom,1,31-35,1-2 hours
897,22,Female,Facebook,70,1,14,6,10,Neutral,1,21-25,1-2 hours
898,35,Male,Whatsapp,110,3,50,25,25,Happiness,2,31-35,2-3 hours
899,28,Non-binary,Telegram,60,2,18,8,18,Anger,1,26-30,1-2 hours
900,27,Female,Snapchat,120,4,40,18,22,Neutral,2,26-30,2-3 hours
901,25,Female,Instagram,120,5,50,20,25,Happiness,2,21-25,2-3 hours
902,30,Male,X,90,4,30,20,22,Anger,2,26-30,2-3 hours
903,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1,21-25,1-2 hours
904,28,Female,Instagram,200,8,110,40,45,Anxiety,3,26-30,3+ hours
905,33,Male,LinkedIn,45,1,10,5,12,Boredom,1,31-35,1-2 hours
906,21,Male,Instagram,150,5,65,25,30,Happiness,3,21-25,3+ hours
907,27,Female,X,85,3,40,18,20,Anger,1,26-30,1-2 hours
908,24,Non-binary,Facebook,110,6,35,16,25,Sadness,2,21-25,2-3 hours
909,29,Female,LinkedIn,55,2,15,5,10,Neutral,1,26-30,1-2 hours
910,31,Male,Instagram,170,7,90,35,40,Happiness,3,31-35,3+ hours
911,23,Female,X,75,4,45,20,25,Anxiety,1,21-25,1-2 hours
912,26,Non-binary,Facebook,95,3,30,14,18,Sadness,2,26-30,2-3 hours
913,34,Male,LinkedIn,65,1,14,6,15,Boredom,1,31-35,1-2 hours
914,22,Female,Instagram,180,8,100,38,45,Happiness,3,21-25,3+ hours
915,28,Male,X,100,6,50,30,29,Anger,2,26-30,2-3 hours
916,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1,21-25,1-2 hours
917,35,Female,Instagram,125,5,65,22,28,Anxiety,2,31-35,2-3 hours
918,27,Male,X,90,3,40,16,24,Sadness,2,26-30,2-3 hours
919,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1,21-25,1-2 hours
920,32,Female,Instagram,140,6,75,28,30,Happiness,2,31-35,2-3 hours
921,26,Male,Facebook,75,2,30,14,20,Anxiety,1,26-30,1-2 hours
922,24,Female,X,105,4,35,20,23,Anger,2,21-25,2-3 hours
923,29,Male,LinkedIn,60,2,17,8,15,Boredom,1,26-30,1-2 hours
924,33,Non-binary,Instagram,190,8,105,36,50,Happiness,3,31-35,3+ hours
925,22,Female,X,70,3,25,16,15,Sadness,1,21-25,1-2 hours
926,31,Male,Facebook,80,2,20,10,20,Neutral,1,31-35,1-2 hours
927,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,1,26-30,1-2 hours
928,25,Female,Instagram,160,6,85,26,30,Happiness,3,21-25,3+ hours
929,30,Male,X,90,4,43,19,24,Anger,2,26-30,2-3 hours
930,26,Non-binary,Facebook,45,1,8,4,12,Sadness,1,26-30,1-2 hours
931,34,Female,LinkedIn,65,2,17,5,14,Boredom,1,31-35,1-2 hours
932,28,Male,Instagram,145,7,80,30,35,Happiness,2,26-30,2-3 hours
933,23,Non-binary,X,70,3,30,14,18,Neutral,1,21-25,1-2 hours
934,21,Female,Instagram,130,6,95,22,28,Sadness,2,21-25,2-3 hours
935,29,Male,Facebook,65,2,27,11,22,Anxiety,1,26-30,1-2 hours
936,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,1,21-25,1-2 hours
937,33,Female,Instagram,170,7,95,30,38,Happiness,3,31-35,3+ hours
938,27,Male,X,85,4,45,18,24,Anger,1,26-30,1-2 hours
939,22,Female,Instagram,115,3,60,17,30,Neutral,2,21-25,2-3 hours
940,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,2,26-30,2-3 hours
941,31,Male,LinkedIn,45,1,9,4,10,Sadness,1,31-35,1-2 hours
942,25,Female,Instagram,150,6,90,26,30,Happiness,3,21-25,3+ hours
943,29,Male,X,95,4,50,22,22,Anger,2,26-30,2-3 hours
944,23,Non-binary,Facebook,105,2,25,12,18,Neutral,2,21-25,2-3 hours
945,35,Female,LinkedIn,60,1,15,7,14,Boredom,1,31-35,1-2 hours
946,30,Male,Instagram,175,7,100,33,38,Happiness,3,26-30,3+ hours
947,21,Female,X,90,3,37,14,20,Sadness,2,21-25,2-3 hours
948,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,1,26-30,1-2 hours
949,32,Male,Instagram,130,5,80,28,31,Neutral,2,31-35,2-3 hours
950,28,Female,LinkedIn,55,1,12,6,10,Boredom,1,26-30,1-2 hours
951,27,Male,Instagram,165,6,85,30,28,Happiness,3,26-30,3+ hours
952,24,Female,X,75,3,33,18,19,Anger,1,21-25,1-2 hours
953,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1,26-30,1-2 hours
954,33,Female,Instagram,145,4,65,23,35,Sadness,2,31-35,2-3 hours
955,31,Male,LinkedIn,60,1,15,7,17,Anxiety,1,31-35,1-2 hours
956,22,Female,Whatsapp,70,2,42,10,21,Anxiety,1,21-25,1-2 hours
957,25,Male,Telegram,90,3,22,11,22,Boredom,2,21-25,2-3 hours
958,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,1,26-30,1-2 hours
959,28,Female,X,95,4,48,22,25,Happiness,2,26-30,2-3 hours
960,27,Male,Facebook,60,1,12,5,15,Boredom,1,26-30,1-2 hours
961,30,Female,Instagram,175,6,72,30,33,Happiness,3,26-30,3+ hours
962,23,Male,Whatsapp,70,3,22,10,18,Anger,1,21-25,1-2 hours
963,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1,31-35,1-2 hours
964,26,Female,Snapchat,120,4,55,18,30,Anxiety,2,26-30,2-3 hours
965,25,Male,X,90,6,42,14,26,Sadness,2,21-25,2-3 hours
966,29,Non-binary,Facebook,60,1,12,4,12,Boredom,1,26-30,1-2 hours
967,28,Male,Instagram,165,5,78,23,35,Happiness,3,26-30,3+ hours
968,31,Female,Whatsapp,65,2,27,10,20,Neutral,1,31-35,1-2 hours
969,27,Male,Telegram,105,3,48,20,28,Anxiety,2,26-30,2-3 hours
970,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,1,21-25,1-2 hours
971,24,Female,Instagram,140,4,65,22,30,Happiness,2,21-25,2-3 hours
972,35,Male,X,70,1,13,8,10,Boredom,1,31-35,1-2 hours
973,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1,21-25,1-2 hours
974,29,Female,Whatsapp,90,2,24,12,22,Anger,2,26-30,2-3 hours
975,25,Male,Telegram,80,4,30,13,25,Neutral,1,21-25,1-2 hours
976,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,2,26-30,2-3 hours
977,32,Female,Instagram,155,6,75,25,38,Happiness,3,31-35,3+ hours
978,26,Male,X,75,2,23,12,18,Sadness,1,26-30,1-2 hours
979,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,1,31-35,1-2 hours
980,27,Female,Whatsapp,90,4,37,18,20,Neutral,2,26-30,2-3 hours
981,31,Male,Telegram,50,2,20,10,12,Sadness,1,31-35,1-2 hours
982,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,1,21-25,1-2 hours
983,34,Female,Instagram,120,5,60,25,25,Anger,2,31-35,2-3 hours
984,22,Male,X,70,1,22,7,22,Neutral,1,21-25,1-2 hours
985,29,Non-binary,Facebook,75,2,20,8,20,Boredom,1,26-30,1-2 hours
986,28,Female,Whatsapp,100,4,37,14,26,Anxiety,2,26-30,2-3 hours
987,31,Male,Telegram,85,3,45,20,28,Sadness,1,31-35,1-2 hours
988,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1,21-25,1-2 hours
989,25,Female,Instagram,170,6,83,30,33,Happiness,3,21-25,3+ hours
990,30,Male,X,70,2,30,12,20,Anxiety,1,26-30,1-2 hours
991,27,Non-binary,Facebook,50,1,10,4,10,Boredom,1,26-30,1-2 hours
992,32,Female,Whatsapp,105,4,55,25,25,Anger,2,31-35,2-3 hours
993,24,Male,Telegram,75,3,37,16,22,Neutral,1,21-25,1-2 hours
994,29,Female,Snapchat,95,2,23,10,28,Sadness,2,26-30,2-3 hours
995,26,Male,Instagram,150,5,70,25,30,Anxiety,3,26-30,3+ hours
996,33,Non-binary,X,85,4,35,18,18,Boredom,1,31-35,1-2 hours
997,22,Female,Facebook,70,1,14,6,10,Neutral,1,21-25,1-2 hours
998,35,Male,Whatsapp,110,3,50,25,25,Happiness,2,31-35,2-3 hours
999,28,Non-binary,Telegram,60,2,18,8,18,Anger,1,26-30,1-2 hours
1000,27,Female,Snapchat,120,4,40,18,22,Neutral,2,26-30,2-3 hours
